video_id	prompt_en
misc_2480792-hd_1920_1080_24fps	A serene sunset scene by a body of water, likely a lake or river, unfolds in this video. In the foreground, tall grasses with golden-brown seed heads sway gently in the breeze, their silhouettes sharply defined against the bright, glowing sun that sits low on the horizon. The sun's rays create a warm, golden reflection on the water's surface, which stretches across the middle ground of the image. In the background, soft, hazy hills or mountains rise, their outlines softened by the distance and the diffused light of the setting sun. Throughout the sequence, the grasses continue to sway gently, their movements fluid and continuous, while the sun maintains its position, slowly descending towards the horizon. The hills remain static, their hazy forms unchanged, contributing to the overall peaceful and timeless quality of the scene. By the final frame, the grasses continue their gentle swaying, the sun still low but slightly lower than at the beginning, and the hills still hazy, encapsulating the tranquil beauty of the sunset.
robot_150	The video opens with a view of a wooden table adorned with various objects, including a metallic teapot, a cluster of dark grapes, a green cucumber, a red bell pepper, a green apple, a white mug containing a green object, a white clock, and two plates—one light blue and one dark blue. A pink object, possibly a pillow or a soft item, rests on a gray base. Two robotic arms, equipped with grippers, are positioned on either side of the table, suggesting an experiment involving manipulation, interaction, testing, demonstration, and control of the robot with the objects. Two individuals are present; one sits on a chair while the other stands nearby. The standing individual reaches out with their right hand towards the dark blue plate, shifting towards the robotic arms. Their hand then moves away from the plate, which remains stationary. The robotic arm on the left picks up the pink object and places it on the blue plate. The robotic arm on the right exhibits subtle movements but does not interact with any objects. By the end of the video, the scene shows some changes in the arrangement of objects on the table, with the dark blue plate still in its original position, and no significant changes in the environment or additional objects introduced. The setting appears to be a workspace with various equipment and tools visible in the background.
misc_4782413-uhd_3840_2160_30fps	The video opens with a wide aerial shot of a bustling ocean scene, likely at a popular surfing location. The turquoise waters are calm, with a few small waves rolling in, and numerous surfers are scattered across the surface, some standing on their boards while others paddle out. The sky above is a clear blue, with a few wispy clouds adding texture to the horizon. The surfers are engaged in various activities, with some actively riding waves and others waiting for their turn. The overall atmosphere is lively yet peaceful, capturing the essence of a sunny day at the beach. As the video progresses, the surfers continue their activities without significant changes in their positions or actions, maintaining the same serene and dynamic scene throughout the frames. By the final frame, the surfers remain dispersed across the water, continuing their surfing activities amidst the tranquil ocean backdrop.  Aerial view of a lively ocean scene with numerous surfers enjoying the waves. The turquoise waters are calm, with small waves rolling in, and the sky is a clear blue with wispy clouds. The surfers are engaged in various activities, with some actively riding waves and others paddling out. The overall atmosphere is lively yet peaceful, capturing the essence of a sunny day at the beach.
robot_144	"The video opens with a first-person perspective from a camera mounted on a robot, showcasing a cluttered white table filled with various items such as a blue and white cup, a rectangular object labeled ""CARDBOARD,"" a blue sponge, a pair of scissors, and other miscellaneous objects. To the left of the table, there is an almost empty white box, containing only a crumpled piece of paper. The background reveals an open office or workshop space with several chairs, desks, and a person standing towards the left side of the frame. The floor is clean and reflective, suggesting a well-maintained indoor environment.  As the video progresses, the robotic arm, visible in the foreground, begins to interact with an object on the table. It picks up a black wire with its left arm and moves it on top of the white box on the left side of the table while touching and slightly moving a blue and white cup in the process. The robotic arm then drops the black wire inside the box. The robotic arm's movements are methodical and precise, reflecting its programmed function. The background chairs and desks remain consistent, with the individual toward the left side of the frame moving back and forth slightly before finally moving forward in the direction of the camera. By the final frame, the robotic arm has completed its action, having dropped a black wire inside the white box. The scene mostly retains its initial setup, with the cluttered table and the robot still in place, and the office fixtures remaining unchanged. The focus remains on the robotic arm's interaction with an object, emphasizing the automated nature of the task being performed. The left arm of the robotic unit is on top of the white box, and an individual's leg is visible entering from the right side of the frame in the background."
human_127	The video opens with a scene set on a lush, green soccer field enclosed by a tall green fence, with a backdrop of trees and a distant cityscape under a cloudy sky. In the foreground, a soccer goalpost is prominently visible on the left, with a person in a red shirt and gray pants standing near it, facing away from the camera. Further back, an older man dressed in dark clothing stands near the center of the field, observing the scene, while another individual in black attire approaches the soccer ball positioned near the center. As the video progresses, the individual in black attire begins to walk towards the ball, preparing for a potential kick or throw-in. The older man remains stationary throughout, maintaining his position near the center of the field. The goalkeeper, an old man dressed in a red shirt and gray pants, starts to move slightly, adjusting his stance in anticipation of the play. The soccer ball remains stationary until the player in black approaches it, indicating the imminent start of the action. By the final frame, the player in black has taken a few steps closer to the ball, suggesting readiness for the next move in the game.  A medium shot captures the dynamic interaction between the players and the ball, emphasizing the anticipation and movement within the scene.
robot_178	A close-up shot captures several blue plastic pots lined up in a straight row on an assembly line within a factory setting, each containing dark soil and small green seedlings. The scene is illuminated by bright, diffused light filtering through large windows in the background, indicating a controlled industrial agricultural facility. Two mechanical arms with suction cups are positioned above the pots, ready to interact with the plants. The arms methodically move; they first hover above the plants, then descend to gently lift one of the seedlings from its pot. The seedling is carefully held by the suction cups before being transferred to another pot below, where it is gently placed into the soil. This process continues as the arms systematically move along the row of pots, ensuring each seedling is handled with precision and care. By the final frame, the mechanical arms have completed their task, leaving the seedlings securely planted in their respective pots, ready for growth.
human_133	The video opens with a child standing at the edge of a shallow puddle on a grassy area within a park-like setting. The child is wearing bright pink rain boots and dark pants with reflective stripes at the bottom, paired with a red jacket featuring white polka dots. The background includes several houses with red roofs, some trees, and playground equipment, suggesting a suburban or rural environment. The ground around the puddle is wet, indicating recent rain, and the sky is overcast, contributing to the damp atmosphere. As the video progresses, the child jumps, lifting their feet off the ground, and lands in the puddle, causing water to splash outward from the puddle. The splash creates ripples and a dynamic effect as the water disperses. The child lands back into the puddle, and the water continues to ripple outward, gradually settling back into the puddle. The final frame shows the child standing in the puddle, with the water still rippling slightly from the previous jump, but the splash has mostly subsided.  A low-angle shot captures the child mid-jump, emphasizing the splash and the dynamic movement. The camera then shifts to a medium shot, focusing on the child landing in the puddle, highlighting the ripples and the interaction between the child and the water. The background remains consistent, with the houses, trees, and playground equipment providing context to the setting. The overcast sky adds to the moody, rainy atmosphere, enhancing the visual appeal of the scene.
common_sense_78a3b823-3bb4-447a-afda-6959d37c8e2f	A tilt-down shot captures a modern, minimalist, beige architectural space centered around a serene courtyard. The scene showcases a central courtyard flanked by large windows on the second floor and glass walls on the first floor, allowing glimpses into elegantly furnished rooms. Spherical hanging pendant lights are visible through the sliding glass windows with wooden paneling on the second floor, as well as on the room straight ahead and a room on the right side of the frame on the ground floor. Lush greenery is strategically placed throughout the courtyard, with manicured trees and plants creating a natural yet curated atmosphere.  Two prominent trees stand on either side of the frame, their branches reaching towards the ceiling, while additional trees are visible inside the house. A narrow stone walkway, horizontally positioned, leads to a large, open dining area visible through tall glass doors. The dining space is part of an indoor area characterized by sophisticated furnishings, including a long beige dining table surrounded by modern white chairs with beige legs. Floor-to-ceiling windows ensure the indoor and outdoor areas blend seamlessly, allowing the outside to be visible. The outside is foggy, with trees slightly visible in the background. The ground is landscaped with small pebbles surrounding the reflection pools that flank the central walkway. These pools contain smooth, organically shaped rocks, enhancing the serene and natural aesthetic of the courtyard.  The room to the right of the frame also features a table, some chairs, and two objects on top of the table, one orange and the other red. The entire scene is shot in a straight tilt-down without cuts, capturing the symmetry of the beige design elements. Soft lighting illuminates the space, and the outdoor view reveals that it is daytime.
robot_024	"In a toy kitchen setting, a wooden countertop and a sink are featured. On the countertop, a green tray, a carton labeled ""Yogurt Milk,"" and a blue bowl are arranged. Inside the sink, a yellow toy potato, a red toy strawberry, and a white plastic fork with a blue handle are visible. The sink has a white faucet and a red plate on its edge. The background showcases a tiled wall with a blue and black striped pattern.  As the video progresses, a black robotic arm descends towards the yellow toy potato inside the sink. It grasps the potato and lifts it up, moving it from the sink to the red plate resting on the edge of the sink. By the final frame, the yellow toy potato is securely placed on the red plate, while the other objects remain stationary in their original positions."
physics_094	A close-up view captures the hydraulic press in action within an industrial setting, emphasizing the mechanical process of compressing metal sheets. The press, a large, cylindrical metallic component, descends steadily onto a flat surface marked with yellow and black caution stripes, highlighting the hazardous nature of the operation. The surface beneath the press holds a stack of metal sheets, which begin to deform as the press applies increasing pressure. The camera remains stationary, focusing on the interaction between the press and the metal sheets, capturing the gradual bending and eventual breaking apart of the sheets. Debris from the broken sheets scatters around the base as the press continues its descent, showcasing the dynamic and destructive force of the hydraulic press in a controlled industrial environment.
robot_030	The video showcases a toy kitchen sink setup, likely designed for children's play. The scene is set on a countertop with a tiled floor visible in the background. The sink is light blue with a yellow dish rack on the left side holding a blue cup and a white bowl. Inside the main basin of the sink, there is a metallic pot with two handles, a yellow-handled knife, and a gray fork. Next to the sink, various colorful toy items are scattered, including red and blue cups, and other kitchen utensils. A gray faucet is positioned above the sink, and a green textured ball-shape vegetable is placed at the side of the sink. A black robotic arm is seen in motion, initially holding the green textured ball-shape vegetable. The robotic arm moves the ball-shape vegetable from above the sink into the metallic pot, creating a playful and dynamic scene. The background includes additional toy kitchen items, adding to the lively and engaging atmosphere. A medium shot captures the entire sink area, emphasizing the interaction between the robotic arm and the toy vegetables.
human_053	The video opens with two men standing close together in an indoor setting, likely a home. The man on the left, bald with a beard, wears a dark jacket over a plaid shirt and is smiling warmly. The man on the right, also bald, is dressed in a striped shirt and has his arm around the first man's shoulder, leaning in as if whispering or sharing a joke. The background features a staircase with a white railing and black balusters, and the walls are painted a light green color. The lighting is dim, creating a cozy and intimate atmosphere.  As the video progresses, the man on the left turns his head towards the camera, continuing to smile, while the man on the right leans in even closer, maintaining eye contact and appearing engaged in conversation. The man on the left then turns his head fully towards the camera, still smiling, while the man on the right continues to lean in, suggesting a deepening connection between them. The scene remains consistent with the initial setup, focusing on the interaction between the two men against the backdrop of the staircase and the green walls.  By the final frame, the man on the left is prominently featured, with his face filling most of the frame. His expression remains warm and friendly, and he appears to be speaking directly to the camera. The background shows part of the staircase and the green wall, but the focus is now entirely on the man's face, capturing a moment of direct engagement with the viewer.
robot_018	The video opens with a scene set in a child's play kitchen, featuring a toy sink and stove. The sink contains a silver pot with two handles, while the stove has two blue burners with red knobs. Nearby, there are various colorful toy items, including a turquoise cup, an orange dish rack holding a green toy utensil, and a gray faucet. The countertop is light-colored, and the background shows a wooden surface. A robotic arm enters the frame from the top right, moving towards the pot in the sink. It descends and grasps the pot using the robot gripper, lifting it upwards and out of the sink. The pot is tilted slightly as it is removed. By the end of the sequence, the pot is no longer in the sink, and the robotic arm is no longer visible.  A medium shot captures the robotic arm's interaction with the pot, emphasizing the precision and movement involved in the action. The background remains consistent, showcasing the playful and colorful setting of the toy kitchen.
common_sense_8df9180b-b182-49ad-92e5-2d000320f9f3	A woman rides a bicycle down a quiet urban street on a cloudy day. She is dressed in a black helmet, black raincoat, black pants, and closed black shoes, riding a black bicycle with a green head tube. She pedals steadily, holding onto the handlebars, and briefly stops, then resumes her journey. As she cycles, she passes a curved road to the left and approaches two black sedan cars on the left. She turns her head slightly to the right, then looks back at the camera. The woman continues cycling under a concrete bridge and approaches more parked cars and modern buildings on the right. The back of her raincoat flutters in the wind, and the wet ground reflects the faint light, enhancing the sense of dampness and coolness. The overall tone is gray and cold, highlighting the dreary weather. The video is shot at eye level, maintaining a wide shot, and with the camera in a tracking motion, capturing the urban street scene with a concrete wall, green grass, trees, utility poles, and modern buildings on both sides. In the distance, taller industrial-style buildings and green trees complete the muted urban landscape.
human_047	A medium shot captures a man in a kitchen setting, holding a ripe yellow banana. He is dressed in a white t-shirt with a graphic design and stands against a backdrop of dark brown wooden cabinets with silver handles. The countertop features a stainless steel kettle and an electric pressure cooker. The man is actively engaging with the banana, turning it slightly in his hands while speaking, likely explaining its characteristics or usage. The lighting highlights the warm tones of the kitchen and the vibrant yellow of the banana. The man maintains a steady position, focusing on the banana as the central element of the scene. The final frame shows the man continuing to hold the banana, gesturing with one hand while still looking at it, indicating an ongoing discussion or demonstration.
common_sense_996b00f7-8b77-4f6b-a47f-8c37ef2094ae	In a bright and airy kitchen, a cheerful woman demonstrates a culinary process, standing at a wooden table adorned with two large bouquets of wildflowers in vases. She is wearing a floral pink blouse with wide sleeves and a white apron with a grey lining. Her blonde hair is loosely tied behind her neck, with some strands falling gently over her shoulders. The woman is actively engaged in her task, using her hands to explain and gesture towards the camera, maintaining a friendly and enthusiastic demeanor. The table is set with various baking essentials: cake tins, a large blue plate filled with strawberries, a jar of jam, eggs in a wire basket, and other ingredients. A green potted herb sits on the left side of the table, adding a touch of freshness to the scene. The kitchen is spacious, with large window panes allowing ample natural light to flood in, and the background features additional plants and kitchen appliances, slightly out of focus. The video captures the woman's movements and expressions in a medium shot, emphasizing her interaction with the camera and the ingredients on the table.
physics_057	A minimalist video showcases a blue rectangular wooden block placed upright on a black rotating turntable. The turntable is positioned on a wooden surface, and the scene is dimly lit, with a spotlight casting a long, curved shadow on the wall behind it. As the turntable rotates clockwise, the shadow shifts dynamically, creating a mesmerizing optical effect. The block remains stationary, while the interplay of light and shadow evolves, emphasizing the geometric shapes and the interplay of light and motion. The video concludes with the same serene setup, maintaining the static nature of the objects and the consistent lighting, highlighting the beauty of simple yet captivating visual dynamics.
physics_043	A close-up shot captures the steady flow of bright red liquid being poured from a dispenser into a clear glass, which sits on a dark baking tray. The tray is placed on a wooden table, with a woven basket in the background adding a rustic touch. The liquid fills the glass until it reaches the brim, and some spills over the edges, creating a small puddle on the tray. The pouring continues, leaving the tray with a small pool of red liquid around the base of the glass. The scene is well-lit, emphasizing the vibrant color of the liquid and the texture of the wooden table.
misc_3765078-uhd_3840_2160_30fps	The video opens with a serene underwater scene, likely set in a vibrant coral reef, bathed in the soft glow of ambient light that filters through the water, creating a tranquil blue backdrop. The reef is richly textured with various types of corals, including soft corals with their fluffy, anemone-like structures in warm tones of orange, pink, and white, and hard corals with their more rigid, branching forms in shades of green and brown. Several fish swim gracefully among the corals: a yellow and black striped fish is prominently visible near the top left, moving from left to right, followed by a blue and white fish that glides through the water below it. Other fish, including a dark-colored one, are scattered throughout the scene, adding to the dynamic yet peaceful marine environment. The video captures the tranquil beauty of the underwater world, with the fish and corals remaining the focal points throughout the sequence. A medium shot of a lively underwater scene.
human_090	The video opens with a wide shot of a crowded indoor arena during the 2019 NCAA Division I Women's Volleyball Championship Final Four match between Wisconsin and Stanford. The court is brightly lit, with a blue and yellow color scheme and logos for the championship event prominently displayed. Players from both teams are positioned strategically across the court; Wisconsin players in maroon uniforms are on one side, while Stanford players in white uniforms are on the other. The scoreboard indicates that Stanford leads 1-0 in the best-of-five series. Spectators fill the stands, many wearing red and white, creating a vibrant backdrop. As the video progresses, a Stanford player serves the ball, which is then received by a Wisconsin player. The opposing team blocks the serve, and passes the ball to other team members who are getting ready to spike it to the serving team. The sequence showcases the fast-paced and strategic nature of the game, with players moving dynamically across the court. By the final frame, the scene remains lively, with the crowd engaged and the teams preparing for a rally.  A wide shot captures the entire volleyball court, highlighting the strategic positioning of players from both teams. The vibrant blue and yellow color scheme of the court contrasts sharply with the red and white attire of the spectators. The scoreboard at the bottom of the screen displays the current score and the best-of-five series status. The camera then shifts to follow the action as a Stanford player serves the ball, with the opposing team quickly reacting to block it. The dynamic movement of the players is captured as they prepare to spike the ball, emphasizing the intensity and excitement of the game. The final frame shows the players in mid-action, with the crowd in the background adding to the energetic atmosphere.
common_sense_6915e8a1-0c4d-4a9f-960c-eed9e297fddf	A medium shot captures a woman in a vibrant yellow sari with embroidered details and a deep red blouse with frilled shoulders, preparing food in a warmly lit kitchen. Her hair is neatly pulled back and styled with a large yellow fabric piece matching the sari. She wears a white bracelet on her left wrist, a darker bracelet on her right, gold earrings, and a necklace. The left side of the room is dimly lit, with a basket of food hanging from the ceiling and a wooden object below it. A shiny pot and a pitcher sit on a table beneath the basket. The woman, facing the right side of the room, picks up a food item with her left hand and scoops up another ingredient with her right. The camera follows the second ingredient, moving slightly down before returning to focus on the woman as she kneads it rhythmically with her right hand. She then places the ingredient inside the food item in her left hand and gently folds the edges. Her focused expression underscores her concentration on the task. The background features a white vase with colorful flowers, a basket of food, a brown rectangular vessel, and a black lantern casting a gentle glow, creating a warm and inviting ambiance. The scene is filmed at eye level, capturing the intricate details of her movements and the cozy kitchen setting.
human_084	"A live NBA game between the Los Angeles Lakers and the New Orleans Pelicans unfolds in a packed arena filled with enthusiastic fans. The court prominently displays the ""NEW ORLEANS"" logo, signifying the home team's identity. The scoreboard indicates the Lakers leading 19-8 in the first quarter with 5:32 remaining. Players in yellow jerseys (Lakers) and purple jerseys (Pelicans) are actively engaged in play. A Lakers player in a yellow jersey dribbles the ball while being closely guarded by a Pelican in a purple jersey. The player in yellow passes the ball to a teammate, who then attempts to drive towards the basket but faces defensive pressure from multiple Pelicans. The ball is quickly passed around the perimeter as the Lakers try to find an opening for a shot. The sequence captures the dynamic movement and strategic passing typical of a basketball game, with the focus shifting between offensive and defensive maneuvers. By the final frame, the Lakers player continues to dribble the ball, preparing for another pass or shot attempt, while the Pelicans remain in defensive stance."
robot_226	The video captures a high-tech industrial setting, likely a pharmaceutical manufacturing facility, emphasizing its pristine and organized environment. The primary focus is on a sophisticated robotic arm, predominantly white and green, mounted on a metallic framework. This robotic arm is actively engaged in a precise task, moving methodically over a conveyor belt that carries small white objects. The robotic arm picks up white objects, extends its mechanical arm downward, places the white objects on the conveyor belt, and then retracts back up, repeating this pick-and-place cycle of movement. Two individuals wearing blue protective suits are visible on the right side of the frame, observing or operating the machinery, indicating human oversight of the automation processes. The walls and ceiling are clad in smooth surfaces, with some lights mounted on the ceiling. The overall atmosphere is one of advanced technology and meticulous precision. A medium shot from a slightly elevated perspective.
robot_232	A high-definition video captures the precision of robotic welding in an industrial setting. The first frame showcases a robotic arm, equipped with a welding torch, positioned over a large metal structure. The welding process is in full swing, with bright sparks and intense light illuminating the scene, creating a vivid display of blue and white hues. A significant amount of smoke billows around the welding area, partially obscuring the view but emphasizing the heat and activity. The background reveals parts of the workshop environment, including a ventilation system and various pieces of machinery, indicating a busy and functional industrial workspace. As the video progresses, the robotic arm maintains its steady position, continuing the welding process and moving to its left. The welding torch consistently emits sparks and light, and the smoke continues to rise, diffusing slightly as it moves upward. The metal surface beneath the torch shows ongoing signs of heating and melting. The scene retains its industrial ambiance, with the welding sparks and smoke dominating the visual field, underscoring the ongoing nature of the welding operation.
human_279	The video opens with a fencer standing in an indoor training facility, dressed in a white fencing uniform with a red logo on the chest, and long, light brown hair tied back in a ponytail. The fencer is holding a fencing sword with both hands; one hand gripping the hilt firmly while the other holds the tip of the blade. The background consists of a dark, industrial-looking wall with visible signs of wear and tear, including patches of peeling paint. A black metal rack with horizontal bars is positioned to the left, and a wooden board with holes is mounted on the wall behind the fencer. The lighting is natural, suggesting it might be coming from a window off-camera. As the sequence progresses, the fencer begins to lower the sword slowly from a vertical position above their head down towards their side. The fencer's posture remains upright and focused, indicating a controlled and deliberate movement. The sword continues its descent until it is nearly parallel to the ground, with the fencer's gaze following the motion of the blade. The overall scene remains consistent, with no significant changes in the environment or the appearance of the objects. The fencer's uniform and the background elements remain static.  A medium shot captures the fencer from a slightly elevated perspective, emphasizing their focused expression and the dynamic movement of the sword.
human_251	A dynamic sports video captures a man running energetically across a well-maintained soccer field under a clear blue sky. Dressed in a red long-sleeve shirt and patterned shorts featuring red, white, and blue stripes, complemented by black athletic shoes, he showcases his athletic form as he moves swiftly across the field. The field is marked with white boundary lines, and in the background, a chain-link fence encloses the area, beyond which stand tall trees and a few residential houses. The man's run is focused and powerful, transitioning into a more dynamic movement as he bends his knees and shifts his weight forward, touching the ground with his right hand, suggesting preparation for a sprint or a change of direction. The camera captures this transition smoothly, emphasizing his agility and speed. The final frame shows the man mid-stride, his body leaning forward in anticipation, with the field and distant scenery still visible behind him.
human_245	A medium shot captures a person in an unfinished room, likely under renovation, dressed in a white hard hat, a light pink shirt over a white tee, and dark pants. They hold a tablet in their left hand and gesture with their right hand towards the ceiling, seemingly discussing or pointing out features of the space. The room is minimally furnished, with a window covered by plastic sheeting to protect it from dust and debris, a partially visible saw stand frame on the left, and a ladder on the right, indicating ongoing work at a higher elevation. The walls are bare and unfinished, with some areas showing signs of plaster or drywall. The person appears engaged in a discussion, moving their right hand slightly while maintaining their grip on the tablet. The setting suggests a professional or collaborative environment, with the individual actively involved in planning or assessing the renovation project.
human_292	A young girl stands on a grassy field bathed in the warm sunlight filtering through the trees behind her, creating a golden ambiance. She wears a black dress with a patterned skirt and black leggings, paired with white sneakers. Her long, dark hair cascades down as she faces someone off-camera, who holds a red frisbee. The person throws the frisbee towards her, and she raises her arms to catch it, but drops it. She then smiles and bends down to pick up the frisbee, stands back up, and prepares to throw it back. The background features a lush green field with scattered trees and a hint of another person walking in the distance. The video has a natural, candid feel, capturing the playful interaction between the two individuals. A medium shot with a slight angle from the side.
misc_854179-hd_1920_1080_25fps	A medium shot captures a playful moment in a grassy backyard where two dogs are interacting. The larger dog, predominantly black with white markings on its face and chest, stands upright while gently nipping at the smaller dog's neck. The smaller dog, with a mix of black, brown, and white fur, lies on its back, rolling slightly but mostly remaining stationary. The background features a blue inflatable pool with a colorful design, surrounded by dense green bushes and trees. A house with light-colored walls and windows is partially visible behind the foliage. The larger dog continues to interact with the smaller dog, maintaining its gentle nipping behavior. The smaller dog shifts positions slightly, rolling onto its side and then back onto its back again, while the larger dog remains attentive. The scene concludes with both dogs still engaged in their playful interaction, the larger dog standing over the smaller one, which is now lying on its back, with the same background elements remaining constant throughout.
human_286	A close-up shot captures a person wearing a vibrant red hoodie and a knitted scarf, standing in a snowy outdoor environment. The individual is holding a traditional wooden bow with a long, curved shape, and a single arrow is nocked at the end of the bowstring. The person's hands are positioned to draw back the string, preparing to shoot the arrow. The background is softly blurred, showing a wintry forest setting with snow-covered ground and trees, creating a serene and cold atmosphere. As the video progresses, the person continues to draw back the bowstring with their left hand, gradually increasing the tension. The arrow remains securely nocked, and the individual's grip on the bow is firm and steady. The camera maintains its focus on the upper body and hands, capturing the deliberate motion of drawing the bowstring closer to their face. The snowy backdrop remains constant, emphasizing the outdoor setting and the focused action of archery. By the final frame, the person has drawn the bowstring back to a full draw, with the arrow poised for release. The individual's posture is tense and concentrated, indicating the completion of the preparation phase before the shot. The snowy landscape and the blurred background continue to provide context, maintaining the serene and cold ambiance established in the initial frames.
common_sense_22406425-dcc9-4b21-a622-992d5866d39a	"In a brightly lit kitchen, two young men stand side by side, showcasing a baking tray filled with freshly baked cookies. The man on the left, sporting a white, wrinkled short-sleeve shirt and blue eyes, stands casually with his arms resting on a surface out of view. His blonde hair frames his face as he smiles warmly at the camera. The man on the right, dressed in a black chef's coat with a yellow ""sorted"" patch, actively engages with the camera, holding the tray with his left hand. He gestures with his right middle finger, pointing to the cookies, while speaking animatedly. The camera captures this interaction from a medium shot at eye level, occasionally shifting slightly to follow their movements. The man on the right then picks up a fork and begins to point to the cookies in a circular motion, emphasizing their arrangement. Both men eventually look directly at the camera, with the man on the right lifting the tray higher and leaning closer, as if to highlight the cookies' texture and appearance. The background features a vibrant red refrigerator on the left and open white shelves on the right, adorned with jars, a festive red Santa hat, and shiny red and yellow ornaments, adding a cheerful holiday touch to the scene. The room is evenly lit, creating a warm and inviting atmosphere."
human_287	The video opens with a close-up shot of a person dressed in a dark-colored traditional Japanese kimono with wide sleeves and a white turtleneck sweater underneath. They are holding a bow with a black and white grip, and an arrow with a yellow fletching is nocked and ready to be released. The setting appears to be indoors, with wooden pallets visible in the background and a window allowing natural light to filter through. The person begins by holding the bowstring taut with both hands, positioning the arrow at the ready. As the sequence progresses, they smoothly draw the bow back, extending their arm upwards while maintaining a steady grip on the bow. The arrow remains securely nocked throughout this motion, poised for release. By the final frame, the person has fully drawn the bow, their arm extended high above their head, with the arrow aimed and ready to be released.
industry_100	The video opens with a wide shot of a bustling warehouse, characterized by its expansive layout and towering shelving units filled with neatly arranged boxes and packages. The shelves, painted in vibrant red and black, stretch high into the ceiling, creating a dense and organized storage environment. A worker, clad in a bright yellow safety vest with reflective stripes, is operating a forklift, carefully navigating through the aisle. The forklift is positioned near a pallet loaded with various boxes, including some wrapped in plastic. The worker appears to be in the process of either loading or unloading the pallet onto one of the elevated shelves. The warehouse floor is a clean, polished surface that reflects the overhead fluorescent lights, enhancing the visibility within the space. As the video progresses, the forklift moves steadily along the aisle, showcasing the systematic and efficient workflow typical of such industrial settings. By the final frame, as the forklift advances further down the aisle, it is seen being lifted along with the pallet of boxes and the worker still on it, indicating vertical movement to place the load on a higher shelf.
human_293	In a sunny, outdoor swimming pool filled with clear, turquoise water, a man, shirtless and partially submerged, holds an orange and blue beach ball above his head, preparing to throw it. A woman in a blue bikini smiles and gestures playfully beside him. Midway through the scene, another woman catches the beach ball and throws it to a man hanging on to a neon green floatie. The background showcases a concrete pool deck with black lounge chairs. The video captures a lively and playful moment, emphasizing the vibrant colors and dynamic interactions among the participants.
human_244	The video opens with a man standing on a step stool, leaning against a white wall that is partially covered with plaster or drywall compound. He is dressed in a white t-shirt, dark pants, and light-colored sneakers, and he is wearing gloves for protection. The man is using a metal trowel to smooth out the plaster on the wall. He steps down with his right foot and as he slides the trowel lower, he steps his left leg down. The wall to his left is painted teal and also shows patches of plaster. On the right side of the frame, part of a brick wall is visible, indicating the room might have exposed brickwork. The lighting is soft and even, suggesting an indoor setting with artificial light. As the video progresses, the man continues to smooth the plaster, gradually covering more of the wall. By the final frame, the man is still engaged in his task, leaning slightly forward as he works, with the plaster visibly spreading and becoming smoother.  A medium shot of a man working on a wall, with a focus on his methodical movements and the transformation of the wall surface.
human_250	A beach scene at dusk unfolds, where a group of six friends gathers around a large, glowing circular fire pit, holding beer bottles. The sky is a blend of soft oranges and blues, transitioning into the evening. The fire pit, situated on the sandy beach, emits a warm glow that illuminates the faces of the individuals and casts dancing shadows on their surroundings. The group consists of three men and three women, all casually dressed for the evening. A man on the right of the frame is wearing a pink hat. Some of them are partially occluded by the other people. The sandy beach stretches out behind them, dotted with palm trees silhouetted against the twilight sky. A small white teepee adorned with twinkling lights appears to the right, adding a festive touch to the gathering.  The video opens with a medium shot of the group, focusing on their interactions around the fire pit. One man leans forward, raising his beer bottle in a toast, while the others join in, clinking their bottles together. They then lower their bottles back down, continuing to engage in conversation and laughter. The fire pit remains a central focal point, casting a warm light that enhances the cozy ambiance of the beach setting. As the video progresses, the friends' expressions and body language convey a sense of warmth and enjoyment as they share this intimate moment by the fire. The teepee with its string lights becomes more prominent in the background, adding a decorative element to the scene. The camera captures various angles, including a low-angle shot that emphasizes the fire pit and the friends' relaxed postures, as well as a slightly elevated perspective that showcases the entire group and the surrounding beach landscape.
human_278	"A muscular man stands shirtless in a well-lit boxing gym, wearing black shorts and boxing gloves. The gym is equipped with several red punching bags hanging from the ceiling, labeled ""Olympic Fight,"" and a wooden wall-mounted ladder for pull-ups or exercises. The walls are plain white, and the ceiling is painted a dark gray, with two fluorescent lights illuminating the space evenly. The man stands with his arms slightly bent at the elbows, holding the gloves in front of him. Throughout the sequence, he jumps in place, maintaining this position without any noticeable movement or change in posture. The environment remains consistent with no new objects introduced, and the focus stays on the individual's form and readiness within the gym setting. At the end of the video, he lifts his boxing gloves up and twirls his arms, showcasing his agility and strength. A medium shot captures the man's dynamic movements against the backdrop of the gym equipment."
av_debris_1_0	The video begins with a view from inside a vehicle traveling on a multi-lane highway under a clear blue sky. The road is bordered by dense green trees on both sides, creating a tranquil environment. Several vehicles, including a prominent white semi-truck and various cars, are visible ahead, maintaining a steady pace. The highway features multiple lanes separated by concrete barriers, and the scene is bathed in bright sunlight, indicating a clear day. As the video progresses, a large amount of debris suddenly appears on the lane ahead. With little time to avoid it, the ego vehicle has to drive over the debris and continue moving forward. A noticeable jolt occurs as the ego vehicle passes over the scattered objects.  A point-of-view shot from inside the vehicle, capturing the road ahead and the surrounding environment.
